g,q,v
2.850000000000000000e+02,4.671283708600564744e+00,2.182663186004497602e-01
2.850000000000000000e+02,3.322811524507280012e+00,8.494637020185951126e-01
2.860000000000000000e+02,6.653429688370532391e-01,7.414648317165134506e-01
2.860000000000000000e+02,2.066276801391412121e+00,4.660865867031639409e-01
2.860000000000000000e+02,4.677702482225792879e-01,9.904503379528384333e-02
2.860000000000000000e+02,2.274840582299025193e+00,2.174729753400382881e-01
2.860000000000000000e+02,4.879103199005986546e+00,8.709729587817650609e-01
2.860000000000000000e+02,3.690327299688708429e+00,2.278442912080236304e-02
2.860000000000000000e+02,2.732326110688008125e+00,1.950918200869574681e-01
2.860000000000000000e+02,7.347974025885845029e-01,2.285313623490762280e-01
2.860000000000000000e+02,3.637516325991099642e+00,2.624847390545811399e-01
2.860000000000000000e+02,1.830425469576243414e+00,2.166375399215645370e-01
2.870000000000000000e+02,1.368080968876510983e+00,1.906419968807558929e-01
2.870000000000000000e+02,2.848408385726756809e+00,1.682258786253667537e-01
2.870000000000000000e+02,3.535103623710353915e+00,9.045865971167598163e-01
2.870000000000000000e+02,4.852843306070576901e+00,6.174295053576273062e-02
2.870000000000000000e+02,8.544713961911371003e-01,6.286251405211110699e-01
2.870000000000000000e+02,1.041557240170266629e+00,8.513036546425675200e-01
2.870000000000000000e+02,2.853627534489678208e+00,1.895134777231354262e-01
2.870000000000000000e+02,2.802502508682652715e-01,7.184682688841959042e-01
2.870000000000000000e+02,1.837215653636500301e+00,7.936663921846595082e-01
2.870000000000000000e+02,4.241451922595192769e+00,6.577534624914612715e-01
2.880000000000000000e+02,1.320010556649527267e+00,7.957712934730003518e-01
2.880000000000000000e+02,1.580752843305172073e+00,4.690098125752274472e-01
2.880000000000000000e+02,3.954121797365485858e+00,5.126951123873099148e-01
2.880000000000000000e+02,1.030449890468238650e+00,6.390613277332946041e-02
2.880000000000000000e+02,2.831574310550160511e+00,3.266333127928210400e-01
2.880000000000000000e+02,5.869451803909814247e-01,8.187695367468361685e-02
2.880000000000000000e+02,2.703576441770436656e+00,6.906985340355287217e-02
2.880000000000000000e+02,2.815260169533603474e+00,8.550356248572077433e-01
2.880000000000000000e+02,2.464825441872001033e+00,4.997119901861659663e-01
2.880000000000000000e+02,1.528390068403880919e+00,4.239536567887814966e-01
2.890000000000000000e+02,2.160969207167821260e+00,8.790595290424696451e-02
2.890000000000000000e+02,2.358005890479097033e+00,2.661144662468974964e-01
2.890000000000000000e+02,1.437190986828104089e+00,6.627714856593830417e-01
2.890000000000000000e+02,1.621914653736276080e+00,1.727106373563795927e-01
2.890000000000000000e+02,3.414180365846664955e+00,5.827070954114857981e-01
2.890000000000000000e+02,3.361773352074875376e+00,3.488576996625187832e-01
2.890000000000000000e+02,4.657592875742048832e+00,9.440885285162167184e-01
2.890000000000000000e+02,3.741222105915680274e+00,5.777560124587646229e-01
2.890000000000000000e+02,1.754679772304212904e+00,2.814613481154126795e-02
2.890000000000000000e+02,4.848659132516298875e+00,3.624127826476462033e-01
2.900000000000000000e+02,2.167475841015895632e+00,4.825211600918217769e-01
2.900000000000000000e+02,4.207722138546532431e-01,7.362897602477194159e-01
2.900000000000000000e+02,1.075223197821423282e+00,1.982730311790275035e-01
2.900000000000000000e+02,4.649339390239945580e+00,2.902059214518715180e-01
2.900000000000000000e+02,4.486013437933378256e+00,2.188821339283275602e-02
2.900000000000000000e+02,1.288695512090117790e+00,2.249686610372519935e-01
2.900000000000000000e+02,2.352368959394480541e+00,4.603867480659095124e-01
2.900000000000000000e+02,9.878843668252840216e-01,7.286195592042038482e-01
2.900000000000000000e+02,2.473853238627155005e-01,4.048111479567151338e-01
2.900000000000000000e+02,1.101865423298666880e+00,3.482115170649536795e-01
2.910000000000000000e+02,2.363680474376524288e+00,6.585861917887506634e-01
2.910000000000000000e+02,8.215960249336351495e-01,7.417877772980712159e-01
2.910000000000000000e+02,3.672715567666432257e+00,5.684660257721896315e-01
2.910000000000000000e+02,7.291876323895812861e-01,8.200388743916228185e-01
2.910000000000000000e+02,1.355836711091179536e+00,5.492991729488794217e-01
2.910000000000000000e+02,2.492306297531653669e+00,5.567758619634819439e-01
2.910000000000000000e+02,4.151978079619468076e+00,6.710159352297462299e-02
2.910000000000000000e+02,1.739631440944302110e+00,1.909673615814737602e-01
2.910000000000000000e+02,3.036432500768040388e+00,8.610840804097786849e-01
2.910000000000000000e+02,4.678179859726304457e+00,7.172730194973147011e-01
2.920000000000000000e+02,1.668026206685380597e+00,7.840682063151854786e-01
2.920000000000000000e+02,4.261297103629616778e+00,1.115398810678693842e-01
2.920000000000000000e+02,3.754160284375063661e+00,5.192364555336548282e-02
2.920000000000000000e+02,5.381579314583306850e-01,5.326289620325920238e-01
2.920000000000000000e+02,5.127658759273751032e-01,3.132253917601065529e-01
2.920000000000000000e+02,1.467477929884530852e+00,9.778513484755342322e-01
2.920000000000000000e+02,1.286504729480786313e-01,6.279545506047325976e-01
2.920000000000000000e+02,3.448045873773892822e+00,9.427480245475915455e-01
2.920000000000000000e+02,3.526350855483377345e+00,5.997069722156987970e-01
2.920000000000000000e+02,2.848680594482217998e+00,8.797231660067950099e-02
2.930000000000000000e+02,2.429366740003798153e+00,7.572423597272254225e-01
2.930000000000000000e+02,4.242843770952458904e+00,3.886761230202697703e-01
2.930000000000000000e+02,2.547657045614805327e+00,2.002249582912288828e-01
2.930000000000000000e+02,1.095781572040080976e+00,3.241433540856264450e-03
2.930000000000000000e+02,9.996328365985512887e-01,9.383518029137284389e-01
2.930000000000000000e+02,2.678306341078440234e+00,7.317535240590049561e-01
2.930000000000000000e+02,4.186226684731644276e+00,8.182710770247135779e-01
2.930000000000000000e+02,1.422765684889207849e+00,7.819978264879868801e-01
2.930000000000000000e+02,3.194616207699530364e+00,6.977903814952931549e-01
2.930000000000000000e+02,3.459454416666269960e+00,2.563266719885279876e-01
2.940000000000000000e+02,4.028828134831655916e+00,3.915661045718097366e-01
2.940000000000000000e+02,3.507310659153245469e-01,3.941975490156514050e-01
2.940000000000000000e+02,4.446431585187267999e+00,8.677761542155276731e-01
2.940000000000000000e+02,1.779703742578212511e+00,4.288363355964358581e-01
2.940000000000000000e+02,2.037112683051083284e+00,8.352384507880117326e-03
2.940000000000000000e+02,3.041238796625161944e-01,9.157808606466999457e-02
2.940000000000000000e+02,2.546800323306851688e+00,4.233523888231660592e-01
2.940000000000000000e+02,1.961682200156738443e+00,6.899329226905573931e-01
2.940000000000000000e+02,3.411261553107947098e-02,2.100274783011722990e-01
2.940000000000000000e+02,3.056700294430243936e+00,9.964689888276931917e-01
2.950000000000000000e+02,4.788881587125210615e+00,2.305678949703224845e-01
2.950000000000000000e+02,2.606326019231884672e+00,3.329356592705112750e-02
2.950000000000000000e+02,3.155342091429294005e+00,4.494761338363679748e-01
2.950000000000000000e+02,1.244882207696818011e+00,4.350825963057495249e-01
2.950000000000000000e+02,3.710859258966511920e+00,4.281519186361960605e-01
2.950000000000000000e+02,1.207094041177184662e+00,8.406043394148058345e-01
2.950000000000000000e+02,5.575156079183191116e-01,2.387382016224091075e-01
2.950000000000000000e+02,3.179413985129321940e+00,4.065002112135084333e-01
2.950000000000000000e+02,2.145505762998166865e+00,1.068181657270083074e-01
2.950000000000000000e+02,3.601551125828780009e+00,5.865965119601823652e-01
2.960000000000000000e+02,4.199639047563208827e+00,5.769340585332735083e-01
2.960000000000000000e+02,4.410489112467606887e+00,9.843260579925149356e-01
2.960000000000000000e+02,2.134834861759193902e-01,6.550403330350956788e-01
2.960000000000000000e+02,1.230918175355019129e+00,3.776994455269736539e-01
2.960000000000000000e+02,2.056888034668249432e+00,9.663301916016358017e-01
2.960000000000000000e+02,4.857778147661382384e+00,2.482584360673002477e-01
2.960000000000000000e+02,3.403965705491116100e+00,6.230393127825428756e-01
2.960000000000000000e+02,1.318067889824893868e+00,8.326836509015407284e-01
2.960000000000000000e+02,2.227635357283705542e+00,6.613743915068807100e-01
2.960000000000000000e+02,7.517011467091694321e-01,7.274242579553324983e-01
2.970000000000000000e+02,2.811367155951560726e+00,3.672343804436791759e-01
2.970000000000000000e+02,3.416094648024046165e+00,1.613979535377635388e-01
2.970000000000000000e+02,3.440638314792007435e+00,4.687811975961790889e-01
2.970000000000000000e+02,1.321027360586776167e+00,1.913510041915367221e-01
2.970000000000000000e+02,2.111625876651952005e+00,2.102631689943017523e-01
2.970000000000000000e+02,9.210461447245338329e-01,4.333360845759554048e-01
2.970000000000000000e+02,3.456983516422462266e+00,3.509020182656786835e-01
2.970000000000000000e+02,4.977020197591516926e+00,4.428097749012657181e-01
2.970000000000000000e+02,2.658688128206624590e+00,1.282201498089896585e-02
2.970000000000000000e+02,1.944068033838718401e+00,3.534165891280715011e-01
2.980000000000000000e+02,1.579367072538966355e+00,7.440030596319545664e-01
2.980000000000000000e+02,2.735090362926376084e+00,1.611069189876593866e-01
2.980000000000000000e+02,4.027676280301045075e+00,8.234613798627685721e-01
2.980000000000000000e+02,2.113001705845412470e+00,5.427838938331397411e-01
2.980000000000000000e+02,1.904568499918994906e+00,5.490667666161821447e-01
2.980000000000000000e+02,1.716357218914116300e+00,8.395800314233787809e-01
2.980000000000000000e+02,2.362970241726401355e+00,8.594541099553254515e-01
2.980000000000000000e+02,2.991767060357071184e+00,1.806873519798098959e-01
2.980000000000000000e+02,4.318365288190273432e+00,7.053218895790044352e-01
2.980000000000000000e+02,8.130013137088737407e-01,7.865451174717507099e-01
2.990000000000000000e+02,7.967970279552027968e-01,2.686445343272634290e-01
2.990000000000000000e+02,4.411969474471719721e+00,3.203643950257180073e-01
2.990000000000000000e+02,1.547049718416360076e-01,1.793662408235974226e-01
2.990000000000000000e+02,3.783741838836707672e+00,9.416750083074908462e-01
2.990000000000000000e+02,1.353911699155508908e+00,4.365494893510070140e-01
2.990000000000000000e+02,3.578108062604261175e+00,8.520074862041735475e-01
2.990000000000000000e+02,1.714477912030454299e-01,3.423913344125624203e-01
2.990000000000000000e+02,1.383340632939024761e+00,4.799771175553139146e-01
2.990000000000000000e+02,6.095807878596232188e-01,8.052336712698255905e-01
2.990000000000000000e+02,1.745738851634365263e+00,9.366355690722453220e-01
3.000000000000000000e+02,3.228116517036671684e+00,9.507542106450342922e-01
3.000000000000000000e+02,5.157445447133046645e-01,7.272124639200873153e-01
3.000000000000000000e+02,3.947232699813518320e+00,3.773129868441873480e-01
3.000000000000000000e+02,3.031244198904317511e+00,8.173969725945604559e-01
3.000000000000000000e+02,2.969615259155293341e+00,2.809449974534657946e-01
3.000000000000000000e+02,2.934887597860053710e+00,7.665690452616288342e-01
3.000000000000000000e+02,9.403752847463164866e-01,3.374098941593646206e-01
3.000000000000000000e+02,3.672971088145386975e+00,4.786572481566997439e-02
3.000000000000000000e+02,2.664990177286429507e+00,7.403958346571046789e-01
3.000000000000000000e+02,4.312561163028557409e+00,8.843558720613741153e-01
3.010000000000000000e+02,2.439118128956180964e+00,9.815689098893076725e-01
3.010000000000000000e+02,1.270349511902614914e+00,9.316682260863596854e-01
3.010000000000000000e+02,2.499135459495726685e+00,4.342771706875971915e-01
3.010000000000000000e+02,1.047073931353837306e+00,1.830127231437801427e-01
3.010000000000000000e+02,3.573931210233604716e+00,1.558323643991177399e-01
3.010000000000000000e+02,2.613300309410844235e+00,6.954265256300591336e-01
3.010000000000000000e+02,7.101230520927415135e-01,1.715456306114708784e-01
3.010000000000000000e+02,3.935568986765768607e+00,6.804907518413094714e-02
3.010000000000000000e+02,4.058258073989558845e+00,6.926199902065821590e-02
3.010000000000000000e+02,1.059013339706171841e-01,9.643996657349452883e-01
3.020000000000000000e+02,4.927450830103807355e+00,1.427877781513611222e-01
3.020000000000000000e+02,1.791393527285638054e+00,9.499082756648511427e-01
3.020000000000000000e+02,1.191532619942883287e+00,3.465002104629089086e-01
3.020000000000000000e+02,2.134833714749686528e+00,3.749158743810609984e-01
3.020000000000000000e+02,3.451535394247789768e+00,7.657164442363965096e-01
3.020000000000000000e+02,9.756095903574601991e-01,6.414479372203084617e-01
3.020000000000000000e+02,4.855368651965293658e+00,2.849914528361847665e-01
3.020000000000000000e+02,4.213584576893389944e+00,5.115802980024155566e-01
3.020000000000000000e+02,4.664883124812828186e+00,4.506383195802521335e-01
3.020000000000000000e+02,2.460596899967004703e+00,7.438780012375736383e-01
3.030000000000000000e+02,3.483630287854573293e+00,3.547674598464553020e-01
3.030000000000000000e+02,3.259452240368911458e+00,8.437448676857568497e-01
3.030000000000000000e+02,4.098601743903584893e-01,4.604928121633747873e-01
3.030000000000000000e+02,2.179789187210130486e+00,1.160159265602079826e-01
3.030000000000000000e+02,1.804319833953418772e+00,6.805238520815276582e-01
3.030000000000000000e+02,3.005227426435435056e+00,2.046261049627290385e-01
3.030000000000000000e+02,4.405018692469570007e-01,6.435145524776039183e-01
3.030000000000000000e+02,2.339778322824131340e+00,3.475543919941758153e-01
3.030000000000000000e+02,2.980538776397030354e+00,8.760200885454747510e-01
3.030000000000000000e+02,2.614715773500656759e+00,4.519253661030118163e-01
3.040000000000000000e+02,4.143144012258151321e+00,4.012762166212724413e-02
3.040000000000000000e+02,2.718408779301913381e+00,8.463878246102644054e-01
3.040000000000000000e+02,3.460406533143039809e+00,4.002765324729169460e-01
3.040000000000000000e+02,2.243408494852194845e-01,2.669739744552777072e-01
3.040000000000000000e+02,1.318897307047654621e+00,5.851385223049464512e-01
3.040000000000000000e+02,7.939375253832436918e-01,4.747323909349400184e-01
3.040000000000000000e+02,2.100464192366555682e+00,6.705492686313198059e-01
3.040000000000000000e+02,3.685191441141988822e+00,3.421050917225629817e-01
3.040000000000000000e+02,8.372389269521401944e-01,7.424954927188494036e-01
3.040000000000000000e+02,2.821142700447358376e+00,5.853753342362530976e-01
3.050000000000000000e+02,2.390694015473833645e+00,8.177405840005669280e-02
3.050000000000000000e+02,4.467418885167725229e+00,2.541432708431476950e-01
3.050000000000000000e+02,1.355643511736477347e+00,6.248296727360130864e-01
3.050000000000000000e+02,2.980291205977478874e+00,8.749358774324654808e-01
3.050000000000000000e+02,3.249058573622207291e+00,4.824263202055818489e-01
3.050000000000000000e+02,1.059791423567891799e+00,4.558800903555210171e-01
3.050000000000000000e+02,4.443814540641553457e+00,8.827748443653038457e-02
3.050000000000000000e+02,4.944810020292216279e+00,4.371831713010692066e-01
3.050000000000000000e+02,4.200757231974955985e+00,2.622493777994775455e-01
3.050000000000000000e+02,1.150193374912355626e+00,9.588332931887806332e-01
3.060000000000000000e+02,3.159739326305960994e+00,6.371588056981036807e-02
3.060000000000000000e+02,4.567586903304727386e+00,5.324271736485105544e-01
3.060000000000000000e+02,4.909291616459631413e+00,8.747150123060413174e-01
3.060000000000000000e+02,2.574271663807278898e+00,9.196821802678456503e-01
3.060000000000000000e+02,3.261450521751751985e+00,1.593230289122939958e-01
3.060000000000000000e+02,1.302538466574057363e+00,6.612314463397435116e-01
3.060000000000000000e+02,3.269797457367400018e+00,9.053830544369919631e-01
3.060000000000000000e+02,2.443028827068944864e+00,7.063348478282430731e-01
3.060000000000000000e+02,4.034665801324366363e+00,8.606234816850659719e-01
3.060000000000000000e+02,4.190878645568630212e+00,6.856287663288950229e-01
3.070000000000000000e+02,3.694210966542502028e+00,5.212312677865651445e-01
3.070000000000000000e+02,2.405550663723608373e+00,9.984745738476080712e-01
3.070000000000000000e+02,9.815604227140523053e-01,5.436562208341654268e-01
3.070000000000000000e+02,6.110645170558803851e-01,3.916843415405775186e-01
3.070000000000000000e+02,2.466584603924073527e+00,4.284618290734221180e-01
3.070000000000000000e+02,3.474911265261784621e+00,4.832879754108325709e-01
3.070000000000000000e+02,2.020507320951179686e+00,2.665677763886602492e-01
3.070000000000000000e+02,3.173299458772959269e+00,4.941398689741227646e-01
3.070000000000000000e+02,3.506753150647477391e+00,6.237462417284743710e-01
3.070000000000000000e+02,3.399759184107129961e+00,7.852598663697295533e-01
3.080000000000000000e+02,1.304643748054979291e+00,5.770802727641430874e-01
3.080000000000000000e+02,1.128268670920877792e+00,7.884001091010408580e-01
3.080000000000000000e+02,1.542293941452951289e+00,4.739766019730893287e-01
3.080000000000000000e+02,1.970073567854584429e+00,9.985263542512495816e-01
3.080000000000000000e+02,4.506700681177820300e+00,5.429952553053087883e-01
3.080000000000000000e+02,1.174936986122049332e-01,6.013069114502352930e-01
3.080000000000000000e+02,3.331282244375123991e+00,2.031741653018835914e-01
3.080000000000000000e+02,2.047727603703766164e+00,7.977251742758081354e-01
3.080000000000000000e+02,3.324402721997802956e+00,6.735399560246115858e-01
3.080000000000000000e+02,1.077525522500719202e+00,9.260393170239076266e-01
3.090000000000000000e+02,1.070844061052246943e+00,7.581059639224196900e-02
3.090000000000000000e+02,3.057075070137099670e-01,1.083958397091078218e-02
3.090000000000000000e+02,2.266908505029851639e+00,8.700893664267895788e-01
3.090000000000000000e+02,3.431125600021596167e+00,4.948162208585638044e-01
3.090000000000000000e+02,3.119124743233194330e+00,8.756269847322755151e-01
3.090000000000000000e+02,3.360418675595148841e+00,6.194235160380646699e-01
3.090000000000000000e+02,4.480743801620691080e+00,2.659553213768951485e-01
3.090000000000000000e+02,5.889613343924027244e-01,7.151097277811319097e-01
3.090000000000000000e+02,2.344410644417006750e+00,7.701960021014908619e-01
3.090000000000000000e+02,4.782943190393990740e+00,2.647781504493272875e-01
3.100000000000000000e+02,1.584442842811705887e+00,4.959051105146617955e-01
3.100000000000000000e+02,3.595266609151319681e+00,9.230042286661246376e-01
3.100000000000000000e+02,3.805921724750080948e+00,2.471894527094232741e-01
3.100000000000000000e+02,4.111161927650158532e+00,4.420283833834369736e-01
3.100000000000000000e+02,8.996012925834467877e-01,3.723346509278875338e-01
3.100000000000000000e+02,4.066254185462199189e+00,4.640603970634188391e-01
3.100000000000000000e+02,3.735423362145194215e+00,3.063373556013626597e-01
3.100000000000000000e+02,1.429931925523207914e+00,4.376201583231948966e-01
3.100000000000000000e+02,4.949377987156701408e+00,8.547465730383463356e-01
3.100000000000000000e+02,2.943971327824386641e+00,4.176579153658824817e-01
3.110000000000000000e+02,1.197419895091007103e+00,2.020106953939492245e-01
3.110000000000000000e+02,1.881667071971313110e+00,6.645111031891205444e-01
3.110000000000000000e+02,3.417315405801450545e+00,9.451486864648034336e-01
3.110000000000000000e+02,1.987195705109575661e+00,3.770140382041653471e-01
3.110000000000000000e+02,3.046310622221622300e+00,3.087684551134094457e-01
3.110000000000000000e+02,4.801637187241438731e+00,1.957587753977020339e-01
3.110000000000000000e+02,1.836922424911511253e+00,7.923681566935181220e-01
3.110000000000000000e+02,4.907304724709995014e+00,5.627992705165956178e-01
3.110000000000000000e+02,1.505717587623678799e+00,5.568688475926297787e-01
3.110000000000000000e+02,3.984116505385125073e+00,8.607299547608431300e-01
3.120000000000000000e+02,2.966895191841197210e+00,1.506876801499439367e-01
3.120000000000000000e+02,1.229969745522642155e+00,8.776959230096135212e-01
3.120000000000000000e+02,4.126674611747641386e+00,7.229685784584970465e-01
3.120000000000000000e+02,1.316585776212070291e+00,9.340859869443198793e-01
3.120000000000000000e+02,4.270535167534030840e+00,1.264155581909831572e-02
3.120000000000000000e+02,1.793764549413785492e+00,1.304492755866036857e-01
3.120000000000000000e+02,3.638104987956432002e+00,7.979429219873932499e-01
3.120000000000000000e+02,4.252626370009235046e+00,3.897220478950672584e-01
3.120000000000000000e+02,8.634028743997751443e-01,9.868805492542566116e-01
3.120000000000000000e+02,2.772905622227055833e+00,1.778712841867375882e-01
3.130000000000000000e+02,7.548337900027352054e-01,5.097529554247325345e-01
3.130000000000000000e+02,4.272921332700346797e-01,6.327769630961710412e-02
3.130000000000000000e+02,2.301780065104326312e+00,4.199627641197379857e-01
3.130000000000000000e+02,2.004467754151628700e-01,3.807714557415585732e-01
3.130000000000000000e+02,4.532462625838562076e+00,1.263475526756563383e-01
3.130000000000000000e+02,5.237946204305055087e-01,3.811983577484450159e-01
3.130000000000000000e+02,2.984353792447808296e+00,5.958758351724909863e-01
3.130000000000000000e+02,1.201768576735308791e+00,6.684063244152685934e-01
3.130000000000000000e+02,4.631309114887577572e+00,6.700488722066306746e-01
3.130000000000000000e+02,4.371398351035168162e+00,7.962471969647824110e-01
3.140000000000000000e+02,2.873203220384380252e+00,4.901257470434736696e-01
3.140000000000000000e+02,1.660242283658096563e+00,4.928949272528108105e-01
3.140000000000000000e+02,1.884666654980474698e+00,1.242439515904284475e-01
3.140000000000000000e+02,4.763795339501550430e+00,2.364844587405287024e-01
3.140000000000000000e+02,4.457976908622366174e+00,2.832149635372892549e-01
3.140000000000000000e+02,4.593991467571544085e+00,9.728645311753297831e-01
3.140000000000000000e+02,2.979900005862407220e+00,3.878078847462115286e-01
3.140000000000000000e+02,1.027542410440279719e-01,8.701843294679666441e-01
3.140000000000000000e+02,1.713361933434647266e+00,8.030664834788920903e-01
3.140000000000000000e+02,3.033731364938260899e+00,9.400260846044542484e-01
3.150000000000000000e+02,1.009492866332747374e+00,9.761228756524535921e-01
3.150000000000000000e+02,2.953060691323898812e+00,6.391410988626977652e-02
3.150000000000000000e+02,4.502717013327131035e+00,5.640646774823654397e-01
3.150000000000000000e+02,3.138713841281337569e-02,5.169516802575687686e-01
3.150000000000000000e+02,4.494070908776575557e+00,6.118644882224275605e-01
3.150000000000000000e+02,2.921557572608443287e+00,2.041247066883791206e-01
3.150000000000000000e+02,1.673689835313753704e+00,2.162918276309532262e-01
3.150000000000000000e+02,1.354274281084136167e+00,5.007514569045821151e-01
3.150000000000000000e+02,1.568154442714114749e+00,7.980831755878623479e-01
3.150000000000000000e+02,3.586798391726204294e+00,4.766880732690882416e-01
3.160000000000000000e+02,7.021154886113678550e-01,2.153585913590845280e-01
3.160000000000000000e+02,3.899439622096485536e+00,3.239802325019449647e-01
3.160000000000000000e+02,4.904573054648047936e+00,4.828106920967910609e-01
3.160000000000000000e+02,2.843999031293062529e+00,4.021434909846288708e-01
3.160000000000000000e+02,1.968407846384401250e-01,4.742142533411837224e-01
3.160000000000000000e+02,2.129961028811810486e+00,7.166017765127156158e-01
3.160000000000000000e+02,2.611862731435837803e-01,3.959029535578570957e-01
3.160000000000000000e+02,3.690251752578319167e+00,3.248910762982993861e-01
3.160000000000000000e+02,4.519931225727805923e+00,9.274214528168742699e-01
3.160000000000000000e+02,9.553235813651206332e-01,6.661336253948270114e-01
3.170000000000000000e+02,1.575645383017863388e+00,3.756760418095436149e-01
3.170000000000000000e+02,4.737572780245907111e+00,7.082590592219784043e-02
3.170000000000000000e+02,1.593548830904340630e+00,3.598109365492417888e-01
3.170000000000000000e+02,1.556813608591675724e+00,3.845013664476610860e-01
3.170000000000000000e+02,4.354615615110168036e+00,4.786461941874153858e-01
3.170000000000000000e+02,5.680110098959773035e-01,2.512504989015060808e-01
3.170000000000000000e+02,1.221228625830767633e+00,2.073703721354297480e-01
3.170000000000000000e+02,3.341205639546889650e+00,8.555862420277963176e-01
3.170000000000000000e+02,4.645956600559505212e+00,6.325460782328334863e-01
3.170000000000000000e+02,2.502838244541811807e+00,4.018541830144940485e-01
3.180000000000000000e+02,3.317312188306563492e+00,6.905994412421867512e-02
3.180000000000000000e+02,3.932301856766477588e+00,1.658016316044120808e-01
3.180000000000000000e+02,1.264595192632658183e+00,8.004748086619639658e-02
3.180000000000000000e+02,3.076167664533976165e+00,6.712038978809493628e-01
3.180000000000000000e+02,3.347230046865949049e+00,5.399196479993202402e-01
3.180000000000000000e+02,8.317947055512109333e-01,5.779741769147099806e-01
3.180000000000000000e+02,4.419227615675475063e-01,8.465468684185663006e-01
3.180000000000000000e+02,1.857716478289146433e+00,7.281754204954102860e-01
3.180000000000000000e+02,1.006472290125908664e+00,5.132070946471880557e-01
3.180000000000000000e+02,3.590908695119489735e+00,5.710583814182830231e-01
3.190000000000000000e+02,4.040646847950811527e+00,4.451834929210797265e-01
3.190000000000000000e+02,4.648945428338103980e+00,6.999296989251053702e-01
3.190000000000000000e+02,2.814311752002198297e+00,9.691444355329780214e-01
3.190000000000000000e+02,2.382383771653930005e+00,7.376672248072657645e-01
3.190000000000000000e+02,3.733213519093280475e+00,1.172255040942604687e-02
3.190000000000000000e+02,1.650538221870953670e+00,3.632118322715275349e-01
3.190000000000000000e+02,1.478317022230872801e+00,7.934838848556260427e-01
3.190000000000000000e+02,2.833198695885205787e+00,8.493046675602711204e-02
3.190000000000000000e+02,1.064141631790647136e+00,9.824063940854537158e-01
3.190000000000000000e+02,1.231135295124036189e+00,7.760879523003599845e-01
3.200000000000000000e+02,2.940870024770001923e+00,6.284352974687826832e-01
3.200000000000000000e+02,2.333627045648302811e+00,5.710798930391464134e-01
3.200000000000000000e+02,4.573086072606080243e+00,5.306823009533675473e-01
3.200000000000000000e+02,2.832084954261699483e+00,6.841220554202209758e-01
3.200000000000000000e+02,4.548872862022948382e+00,7.786964396169706593e-01
3.200000000000000000e+02,2.960278225689805254e+00,7.445372917685036951e-01
3.200000000000000000e+02,1.319013112189320047e+00,9.349470880163468500e-01
3.200000000000000000e+02,2.630788777273566303e+00,8.421117207722687015e-01
3.200000000000000000e+02,3.592658410653059686e+00,7.284053455574569513e-01
3.200000000000000000e+02,4.047499002233518439e+00,1.003474599359952535e-01
3.210000000000000000e+02,1.426818022124963115e+00,6.784794369092634891e-01
3.210000000000000000e+02,3.413180650269899807e+00,4.394620283441176278e-01
3.210000000000000000e+02,4.152373292512486991e+00,2.536025767337924952e-01
3.210000000000000000e+02,2.950621524120156991e+00,1.057982436078707122e-01
3.210000000000000000e+02,1.414201413752175229e+00,8.101710998386090212e-01
3.210000000000000000e+02,7.201962604273937085e-01,4.193933002898050377e-01
3.210000000000000000e+02,8.649678076867028942e-01,6.923790397632025861e-01
3.210000000000000000e+02,3.217185518986200865e+00,5.679526861981381014e-01
3.210000000000000000e+02,6.039001557011391963e-01,1.200121181395152892e-01
3.210000000000000000e+02,2.664010430438862542e+00,4.909268782107688578e-01
3.220000000000000000e+02,9.727094271707897866e-01,2.777467515746552262e-01
3.220000000000000000e+02,3.041628394963136195e+00,2.307337357203720352e-01
3.220000000000000000e+02,1.475220212471800574e+00,1.839978171065468349e-01
3.220000000000000000e+02,4.387414822374783085e+00,3.858422276353751235e-01
3.220000000000000000e+02,3.195663315547265348e+00,6.469975940342358456e-01
3.220000000000000000e+02,4.114201604525592693e+00,9.668037889384699657e-01
3.220000000000000000e+02,2.343429030593621842e+00,4.680314750915981481e-02
3.220000000000000000e+02,4.540018946892511842e+00,6.805068680710657514e-02
3.220000000000000000e+02,2.424646915080551857e+00,4.321688017013387562e-01
3.220000000000000000e+02,4.785753754234582047e+00,3.535379106586433728e-02
3.230000000000000000e+02,3.629387533736760929e-03,2.061132793622048043e-01
3.230000000000000000e+02,2.862015351345213787e+00,3.293256090151408522e-01
3.230000000000000000e+02,2.565866800456003460e+00,6.067577889001214420e-01
3.230000000000000000e+02,1.822917549576894558e+00,1.576491244276588821e-01
3.230000000000000000e+02,4.559112307767643202e+00,4.484561309318724209e-02
3.230000000000000000e+02,6.981842704422869250e-02,9.241114338594031974e-01
3.230000000000000000e+02,2.629835318091352292e+00,4.940146103087786900e-01
3.230000000000000000e+02,3.188591607662695004e+00,1.075005851885305619e-01
3.230000000000000000e+02,4.623769876867627637e+00,2.350492565963530067e-01
3.230000000000000000e+02,2.320853618988287792e+00,1.325456582928346005e-01
3.240000000000000000e+02,8.451914365105617222e-01,5.070778723470390492e-01
3.240000000000000000e+02,3.882271204622153249e+00,6.580498269789514243e-02
3.240000000000000000e+02,4.801999498241203312e+00,2.758547923518217537e-02
3.240000000000000000e+02,3.276546246910593041e+00,9.058308211795678133e-01
3.240000000000000000e+02,3.972157426688780024e+00,7.538684957138142018e-01
3.240000000000000000e+02,2.302218135511705732e+00,5.041138729920382477e-01
